"Notes"	"Age"	"Age Code"	"Gender"	"Gender Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"85+ years"	"85+"	"Female"	"F"	"2020"	"2020"	4243727
	"85+ years"	"85+"	"Male"	"M"	"2003"	"2003"	1338201
	"85+ years"	"85+"	"Male"	"M"	"2004"	"2004"	1379299
	"85+ years"	"85+"	"Male"	"M"	"2005"	"2005"	1443844
	"85+ years"	"85+"	"Male"	"M"	"2006"	"2006"	1518390
	"85+ years"	"85+"	"Male"	"M"	"2007"	"2007"	1593236
	"85+ years"	"85+"	"Male"	"M"	"2008"	"2008"	1662814
	"85+ years"	"85+"	"Male"	"M"	"2009"	"2009"	1735347
	"85+ years"	"85+"	"Male"	"M"	"2010"	"2010"	1810377
	"85+ years"	"85+"	"Male"	"M"	"2011"	"2011"	1883056
	"85+ years"	"85+"	"Male"	"M"	"2012"	"2012"	1962734
	"85+ years"	"85+"	"Male"	"M"	"2013"	"2013"	2029069
	"85+ years"	"85+"	"Male"	"M"	"2014"	"2014"	2099470
	"85+ years"	"85+"	"Male"	"M"	"2015"	"2015"	2169767
	"85+ years"	"85+"	"Male"	"M"	"2016"	"2016"	2234625
	"85+ years"	"85+"	"Male"	"M"	"2017"	"2017"	2287279
	"85+ years"	"85+"	"Male"	"M"	"2018"	"2018"	2332518
	"85+ years"	"85+"	"Male"	"M"	"2019"	"2019"	2374207
	"85+ years"	"85+"	"Male"	"M"	"2020"	"2020"	2414693
"---"
"Dataset: Bridged-Race Population Estimates 1990-2020"
"Query Parameters:"
"Yearly July 1st Estimates: 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019;"
"2020"
"Group By: Age; Gender; Yearly July 1st Estimates"
"Show Totals: False"
"Show Zero Values: True"
"Data Table: Default"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/bridged-race.html for more information."
"---"
"Query Date: Jun 5, 2023 11:34:14 PM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Bridged-Race Population Estimates, United States July 1st resident"
"population by state, county, age, sex, bridged-race, and Hispanic origin. Compiled from 1990-1999 bridged-race intercensal"
"population estimates (released by NCHS on 7/26/2004); revised bridged-race 2000-2009 intercensal population estimates (released"
"by NCHS on 10/26/2012); and bridged-race Vintage 2020 (2010-2020) postcensal population estimates (released by NCHS on"
"9/22/2021). Available on CDC WONDER Online Database. Accessed at http://wonder.cdc.gov/bridged-race-v2020.html on Jun 5, 2023"
"11:34:14 PM"
"---"
Footnotes:
"1. Estimates for 1990-1999 are bridged-race intercensal population estimates of the July 1 resident population. Estimates for"
"2000-2009 are revised bridged-race intercensal estimates of the July 1 resident population. Estimates for 2010-2020 are"
"bridged-race Vintage 2020 postcensal estimates of the July 1 resident population. These estimates were prepared by the Census"
"Bureau in collaboration with NCHS."
"---"
Caveats:
